	PF04127	PF00392	PF07840	PF01053	PF05861	PF06007	PF06754	PF05845	PF00270	PF00295	PF01124	PF01172	PF01925	PF01951	PF02450	PF04991	PF05239	PF05406	PF07521	PF08223	PF08866	PF09377	PF12678	PF13840	PF01055	PF01687	PF02599	PF02657	PF03006	PF03551	PF04117	PF05257	PF07848	PF12897	PF16657	PF01603	PF01941	PF02463	PF02602	PF03370	PF03390	PF03749	PF03971	PF04358	PF04667	PF04691	PF04711	PF04775	PF05309	PF05778	PF06377	PF06398	PF06446	PF06475	PF06959	PF07464	PF07574	PF07858	PF08335	PF08495	PF09170	PF09472	PF09508	PF09512	PF09984	PF10283	PF10414	PF10442	PF11262	PF11955	PF12513	PF12573	PF12741	PF12873	PF14051	PF14464	PF14721	PF00885	PF01074	PF01791	PF01862	PF02643	PF02645	PF02661	PF03976	PF04043	PF05153	PF05770	PF06153	PF06267	PF06755	PF07501	PF07748	PF08714	PF08882	PF08975	PF09055	PF10590	PF13201	PF13790	PF16116	PF16155	PF16983
Rubritalea marina DSM 17716	1	1	0	7	0	0	0	0	14	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Haloplasma contractile SSD-17B	0	1	0	11	0	0	0	0	11	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	2	1	0	0	2	3	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solimonas flava DSM 18980	1	10	0	3	0	0	0	0	13	0	2	0	5	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	2	0	0	0	0	1	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Prolixibacter bellariivorans JCM 13498	1	7	1	10	0	0	0	0	12	6	0	0	7	0	0	0	0	0	0	0	0	0	0	1	11	1	0	1	0	1	0	0	0	0	2	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	1	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Caldisphaera lagunensis DSM 15908	1	1	0	3	0	0	0	0	9	0	0	1	2	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	5	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geobacter metallireducens GS-15	1	3	0	10	0	0	0	0	9	0	0	0	2	1	1	0	1	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	3	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodospirillum rubrum ATCC 11170	1	13	0	12	0	0	0	0	11	0	0	0	3	0	0	0	5	0	1	0	0	0	0	1	0	1	0	1	1	1	0	3	0	3	1	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cardiobacterium hominis ATCC 15826	1	1	0	2	0	0	0	0	10	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Oscillibacter valericigenes Sjm18-20	0	17	0	12	0	0	0	0	9	0	0	0	3	0	0	0	1	0	2	0	0	0	0	1	0	1	1	0	1	13	0	8	0	3	1	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	5	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Streptosporangium roseum DSM 43021	1	72	0	11	0	0	0	0	20	0	0	0	7	0	0	0	2	1	1	2	0	0	0	2	1	1	0	0	1	26	0	3	2	2	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	2	0	0	1	4	2	0	0	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0
Chthonomonas calidirosea T49	1	7	0	9	0	0	0	0	7	1	0	0	3	0	0	0	1	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	2	0	1	0	1	1	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0
Lentisphaera araneosa HTCC2155	1	14	0	4	0	0	0	0	21	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	6	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	7	2	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0
Bartonella bacilliformis KC583	1	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Natrialba asiatica DSM 12278	1	2	0	8	0	0	0	0	11	1	0	1	2	1	0	0	3	0	3	0	0	1	0	1	0	0	0	0	0	18	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Methanosaeta concilii GP6	1	0	0	2	0	0	0	0	10	0	0	1	2	1	0	0	2	0	4	0	0	1	0	2	0	0	0	0	0	3	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Hyphomonas polymorpha PS728	1	8	0	12	0	0	0	0	11	0	7	0	7	0	0	0	3	0	1	2	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Haloferax volcanii DS2	1	3	0	9	0	0	0	0	15	2	0	1	2	1	0	0	3	0	2	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	1	2	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	1	36	0	7	0	0	0	0	13	0	0	0	6	0	0	0	2	0	1	0	0	0	0	2	1	1	0	0	1	10	0	0	0	2	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0
Veillonella parvula DSM 2008	1	2	0	7	0	0	0	0	6	0	0	0	2	0	0	2	1	0	2	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Ferrimonas balearica DSM 9799	1	6	1	6	0	0	0	0	16	0	3	0	4	0	0	0	1	0	1	0	0	0	0	2	1	1	1	1	1	1	0	0	0	0	0	0	0	3	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Roseiflexus castenholzii DSM 13941	1	9	0	10	0	0	0	0	10	0	0	0	3	0	0	0	1	0	1	0	0	0	0	3	0	1	0	1	0	2	0	1	0	3	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	2	2	2	3	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0
Cyclobacterium marinum DSM 745	1	5	0	14	0	0	0	0	18	1	0	0	0	0	0	0	2	0	2	0	0	0	0	1	2	1	0	1	1	1	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1	0	1	0	3	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cryptosporangium arvum DSM 44712	2	61	0	5	0	0	0	0	18	1	0	0	5	0	0	0	2	0	1	7	0	0	0	2	2	1	1	0	1	20	0	0	7	4	2	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	1	1	2	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	0	0	0
Kordiimonas gwangyangensis DSM 19435 = JCM 12864	1	9	0	10	0	0	0	0	8	0	3	0	5	0	0	1	2	0	2	0	0	0	0	1	0	1	0	1	1	3	0	0	0	0	1	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Methanoregula boonei 6A8	1	1	0	8	0	0	0	0	10	0	0	1	2	1	0	0	3	0	2	0	0	1	0	2	0	0	0	0	0	4	0	0	0	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	2	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Actinospica robiniae DSM 44927	1	49	0	9	0	0	0	0	18	8	0	0	2	0	2	0	4	0	2	1	0	0	0	1	5	1	0	0	1	14	0	4	1	4	1	0	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	3	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
Desulfurella acetivorans A63	1	2	0	6	0	0	0	0	6	0	0	0	5	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermofilum pendens Hrk 5	0	0	0	3	0	0	0	0	11	0	0	1	1	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Burkholderia cepacia ATCC 25416	1	53	0	18	0	0	0	0	11	3	2	0	8	0	1	0	6	1	1	1	0	0	0	2	1	1	0	0	1	4	0	2	0	6	1	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	1	0	2	2	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0
Acidaminococcus fermentans DSM 20731	1	7	0	7	0	0	0	0	9	0	0	0	1	0	0	1	1	0	2	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vibrio cholerae ATCC 14035	1	7	1	6	0	0	0	0	21	0	1	0	4	0	0	0	1	0	1	0	0	0	0	2	0	1	1	1	1	2	0	0	0	0	0	0	0	2	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Thermoplasma acidophilum DSM 1728	1	2	0	4	0	0	0	0	6	0	0	1	4	1	0	0	2	0	2	0	0	1	0	0	1	0	0	0	0	6	0	0	0	1	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesoaciditoga lauensis cd-1655R = DSM 25116	1	4	0	6	0	0	0	0	8	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	2	1	1	0	0	3	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Natranaerobius thermophilus JW/NM-WN-LF	1	5	0	10	0	0	0	0	10	0	0	0	2	0	1	0	4	0	1	0	0	0	0	2	0	1	1	0	0	2	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	4	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Verrucomicrobium spinosum DSM 4136 = JCM 18804	1	16	0	7	0	0	0	0	19	1	0	0	4	0	0	0	0	1	3	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Methylophilus methylotrophus DSM 46235 = ATCC 53528	1	4	0	4	0	0	0	0	11	0	0	0	3	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Jonesia denitrificans DSM 20603	1	8	0	5	0	0	0	0	14	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	2	0	1	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Fervidicoccus fontis Kam940	1	0	0	2	0	0	0	0	8	0	0	1	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conexibacter woesei DSM 14684	1	57	1	11	0	0	0	0	12	1	0	0	8	0	1	0	1	0	1	1	0	0	0	1	0	1	2	0	1	15	0	1	1	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	5	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Rhodothermus marinus DSM 4252	1	4	1	10	0	0	0	0	10	1	0	0	2	1	1	0	1	0	2	0	0	0	0	2	2	1	0	2	1	3	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Dehalogenimonas lykanthroporepellens BL-DC-9	1	0	0	4	0	0	0	0	11	0	0	0	3	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Syntrophorhabdus aromaticivorans UI	1	3	0	8	0	0	0	0	9	0	0	0	2	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	3	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
Staphylococcus aureus subsp. aureus DSM 20231	1	9	0	7	0	0	0	0	12	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	1	0	11	0	1	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sanguibacter keddieii DSM 10542	1	16	0	6	0	0	0	0	16	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	3	1	1	1	1	10	0	0	0	2	1	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	1	0	0
Desulfobulbus propionicus DSM 2032	1	2	0	4	0	0	0	0	11	0	0	0	9	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Methanocaldococcus jannaschii DSM 2661	1	0	0	6	0	0	0	0	10	0	0	1	1	1	0	0	2	0	4	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nitrososphaera viennensis EN76	1	0	0	3	0	0	0	0	10	0	0	1	2	1	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcaligenes faecalis subsp. faecalis NBRC 13111	1	30	0	8	0	0	0	0	9	0	1	0	8	0	0	0	0	0	0	2	0	0	0	1	1	1	0	1	1	1	0	0	2	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Methanococcus vannielii SB	1	0	0	5	0	0	0	0	9	0	0	1	1	1	0	0	2	0	3	0	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Symbiobacterium thermophilum IAM 14863	1	9	0	12	0	0	0	0	8	0	0	0	2	0	0	0	4	0	1	1	0	0	0	2	0	1	1	0	0	3	0	0	2	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	3	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Methanothermus fervidus DSM 2088	1	0	0	5	0	0	0	0	6	0	0	1	2	1	0	0	4	0	2	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Nakamurella multipartita DSM 44233	1	26	0	7	0	0	0	0	12	0	0	0	5	0	0	0	4	0	1	1	0	0	0	2	4	1	0	0	1	5	0	0	1	3	1	0	0	4	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	1	4	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0
Thermoproteus tenax Kra 1	1	0	0	3	0	0	0	0	10	0	0	1	3	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	3	0	0	0	1	0	0	1	3	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
